Japanese Name,English Name,Chat Command,Reboot Human,Reboot Human Hash,Reboot Cast Male,Reboot Cast Male Hash,Reboot Cast Female,Reboot Cast Female Hash,Reboot Fig,Reboot Fig Hash,Reboot VFX,Reboot VFX Hash,Gender (Blank usually follows previous)
小指,Pinky Up,,character/motion/lobby_action/pl_la_971_fkoyubi_r_f_std.ice,b2\66f396ac1e88cab324e52197120abb,character/motion/lobby_action/pl_la_971_fkoyubi_r_f_cam.ice,99\0a1cc784792b8d28dd1b00038439b0,character/motion/lobby_action/pl_la_971_fkoyubi_r_f_caf.ice,4f\64161fba5b327a062bc45f7065c120,character/motion/lobby_action/pl_la_971_fkoyubi_r_f_base.ice,50\08dfe1740b3e6aec619c5e3fa32d70,character/motion/lobby_action/,,Female
うさぴょん,Rabbit Dance,rabbitdance,character/motion/lobby_action/pl_la_939_rabbitdance_m_std.ice,e5\6cd478b910ca6b337d7919cda948db,character/motion/lobby_action/pl_la_939_rabbitdance_m_cam.ice,e8\7361a88c49f01ed1f1c9d776fa10c6,character/motion/lobby_action/pl_la_939_rabbitdance_m_caf.ice,50\d57a9c5f32a0e46fa5cc8ddd6ec696,character/motion/lobby_action/pl_la_939_rabbitdance_m_base.ice,75\df4b07301a44c13fb2c681c570981d,character/motion/lobby_action/,,
うさぴょん,Rabbit Dance,,character/motion/lobby_action/pl_la_939_rabbitdance_f_std.ice,1c\6829ccc969094f37d133961372bad2,character/motion/lobby_action/pl_la_939_rabbitdance_f_cam.ice,c4\9048ebf4d280f575d59d0d39b625e6,character/motion/lobby_action/pl_la_939_rabbitdance_f_caf.ice,ae\1cd6b7069e8af1e3cd24afdc0fbe0e,character/motion/lobby_action/pl_la_939_rabbitdance_f_base.ice,c8\70eecbd12ba5ae0edcf9bf1d72445c,character/motion/lobby_action/,,
アイスを食べる＋,Eat Ice Cream +,icecream+,character/motion/lobby_action/pl_la_1296_icecreamre_m_std.ice,d8\f00ea295e7fcc7fc509d56add08871,character/motion/lobby_action/pl_la_1296_icecreamre_m_cam.ice,16\9699c6fbd69bad4b643ce83b7ed9c9,character/motion/lobby_action/pl_la_1296_icecreamre_m_caf.ice,46\2875074726dac0af5b5a1b11ee1a55,character/motion/lobby_action/pl_la_1296_icecreamre_m_base.ice,b0\78d3109838d16d8e42920397bd95d6,character/motion/lobby_action/pl_la_1296_icecreamre_m_vfx.ice,ae\c245399287194fc0e425b4eeb364e0,
アイスを食べる＋,Eat Ice Cream +,,character/motion/lobby_action/pl_la_1296_icecreamre_f_std.ice,06\accee795c93a894d4098e8d99b247f,character/motion/lobby_action/pl_la_1296_icecreamre_f_cam.ice,8b\390e008fb510c225fc6a9e19b2af7e,character/motion/lobby_action/pl_la_1296_icecreamre_f_caf.ice,8b\14dcbaabc4acd45279daf4c23db4a0,character/motion/lobby_action/pl_la_1296_icecreamre_f_base.ice,cd\4fe287d89238a93ff9ad9f93857670,character/motion/lobby_action/pl_la_1296_icecreamre_f_vfx.ice,a3\c2784a99d651d8b5fc29956e170070,
アイスを食べる２,Eat Ice Cream 2,icecream2,character/motion/lobby_action/pl_la_2000_2000ice_m_std.ice,2f\47c4e9eed75109b4f9b01f353d0423,character/motion/lobby_action/pl_la_2000_2000ice_m_cam.ice,1e\451b0723152581774ef5f8587cc995,character/motion/lobby_action/pl_la_2000_2000ice_m_caf.ice,41\57a991327a38fb7121cb7c0d30c720,character/motion/lobby_action/pl_la_2000_2000ice_m_base.ice,6d\efb25cda134757a3ce2d987c85c1ee,character/motion/lobby_action/pl_la_2000_2000ice_f_vfx.ice,c8\6678a52ccd1cfb2235ed2ffce1923b,
アイスを食べる２,Eat Ice Cream 2,,character/motion/lobby_action/pl_la_2000_2000ice_m_hsi1_std.ice,5b\3d545b715d6ea5b4d1e5bdf3596d61,character/motion/lobby_action/pl_la_2000_2000ice_m_hsi1_cam.ice,01\f57bc91fa08ebfa7f35561eb553b05,character/motion/lobby_action/pl_la_2000_2000ice_m_hsi1_caf.ice,4e\05fd55d86a9916795ec818b22227ef,character/motion/lobby_action/pl_la_2000_2000ice_m_hsi1_base.ice,ff\9effad0f8a8d93381ae73827ce6487,character/motion/lobby_action/pl_la_2000_2000ice_f_vfx.ice,c8\6678a52ccd1cfb2235ed2ffce1923b,
アイスを食べる２,Eat Ice Cream 2,,character/motion/lobby_action/pl_la_2000_2000ice_f_std.ice,02\d62f8253a5767f1b1962ebce755d26,character/motion/lobby_action/pl_la_2000_2000ice_f_cam.ice,73\b80a6558fc6406fa55fbbaf0dd360f,character/motion/lobby_action/pl_la_2000_2000ice_f_caf.ice,13\c9d325fefe6ab8bb8255a1a26a731d,character/motion/lobby_action/pl_la_2000_2000ice_f_base.ice,ac\3702154cf22ff0f503196396089449,character/motion/lobby_action/pl_la_2000_2000ice_f_vfx.ice,c8\6678a52ccd1cfb2235ed2ffce1923b,
アイスを食べる３,Eat Ice Cream 3,icecream3,character/motion/lobby_action/pl_la_2001_2001ice_m_std.ice,f2\a6e07066fcd06c818d5c3c66065231,character/motion/lobby_action/pl_la_2001_2001ice_m_cam.ice,5d\c1e0eddb010cf60d8253b0e41f4e90,character/motion/lobby_action/pl_la_2001_2001ice_m_caf.ice,ac\c9ff7a62a0363c86ef5a4042bd4d0f,character/motion/lobby_action/pl_la_2001_2001ice_m_base.ice,85\f3d4e266b3c960c806b6632e7020e9,character/motion/lobby_action/pl_la_2001_2001ice_m_vfx.ice,e9\8210933fa5b7a349d338f8c2b79452,
アイスを食べる３,Eat Ice Cream 3,,character/motion/lobby_action/pl_la_2001_2001ice_f_std.ice,a3\b7bf4eb4a8ef398824a5fb12802ab1,character/motion/lobby_action/pl_la_2001_2001ice_f_cam.ice,0b\7928730e5cd3fdd19ae9f47bdc8837,character/motion/lobby_action/pl_la_2001_2001ice_f_caf.ice,60\aae53d28c911eac7d6bd8a2be80afa,character/motion/lobby_action/pl_la_2001_2001ice_f_base.ice,cf\9499fea767f553f68ba7c02d78a413,character/motion/lobby_action/pl_la_2001_2001ice_f_vfx.ice,1f\d84686bf4d5ef9349837ab1a4c0291,
ダンス６１,Dance 61,dance61,character/motion/lobby_action/pl_la_2045_2045dance_m_std.ice,67\2f9f09e188dfd57dc4f610188550e8,character/motion/lobby_action/pl_la_2045_2045dance_m_cam.ice,ea\789cab2c040b22aa8225807645ac13,character/motion/lobby_action/pl_la_2045_2045dance_m_caf.ice,0d\e48446953b6a8babfbbef876070d4b,character/motion/lobby_action/pl_la_2045_2045dance_m_base.ice,22\f0e072f64b3e331e8a2055c95d3d96,character/motion/lobby_action/,,
ダンス６１,Dance 61,,character/motion/lobby_action/pl_la_2045_2045dance_f_std.ice,26\593bf0e81ea5e1ea5d48c5701f2f1c,character/motion/lobby_action/pl_la_2045_2045dance_f_cam.ice,0f\b1fc65fc7826cf9c6565650f2a3638,character/motion/lobby_action/pl_la_2045_2045dance_f_caf.ice,41\68a037c7abb4e8f731f0fbac266816,character/motion/lobby_action/pl_la_2045_2045dance_f_base.ice,b5\799c74d1c04faef8a5f2272a3327ad,character/motion/lobby_action/,,
パラソル,Parasol,parasol,character/motion/lobby_action/pl_la_2012_parasolpose_m_std.ice,a7\051369893fb9a96d47f463a17c1bc5,character/motion/lobby_action/pl_la_2012_parasolpose_m_cam.ice,93\c403cdd658f4bd4121a6f10db28015,character/motion/lobby_action/pl_la_2012_parasolpose_m_caf.ice,86\97abc29a5a8af1f49105ac778d2539,character/motion/lobby_action/pl_la_2012_parasolpose_m_base.ice,57\91212c58e70868e6332336ccd053b4,character/motion/lobby_action/pl_la_2012_parasolpose_f_vfx.ice,23\14c21af02134474529bf571e0d6942,
パラソル,Parasol,,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi1_std.ice,f0\ed892c89a5ae2abf62936608d0d203,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi1_cam.ice,26\9991d06e88e45aa7ec12f0626dce97,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi1_caf.ice,a4\33dafce1261cbfe6d909bf195de688,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi1_base.ice,0e\5b55d7edb8e0ca5cdee8a59e9efe8f,character/motion/lobby_action/pl_la_2012_parasolpose_f_vfx.ice,23\14c21af02134474529bf571e0d6942,
パラソル,Parasol,,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi2_std.ice,f4\fd3466eb7ab2d78785b55a970c6abd,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi2_cam.ice,41\1b8cb1dc163f168695cec0e3c3d3f3,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi2_caf.ice,bf\e9442e610b002e440f8b883cc64cdc,character/motion/lobby_action/pl_la_2012_parasolpose_m_hsi2_base.ice,0d\e3160b799c7fed69484b7f210e6642,character/motion/lobby_action/pl_la_2012_parasolpose_f_vfx.ice,23\14c21af02134474529bf571e0d6942,
パラソル,Parasol,,character/motion/lobby_action/pl_la_2012_parasolpose_f_std.ice,66\814b1c83eaaffad9e233dbdb8c76ba,character/motion/lobby_action/pl_la_2012_parasolpose_f_cam.ice,57\dc8d6da20c9564cbe32cb7a4cfaa9f,character/motion/lobby_action/pl_la_2012_parasolpose_f_caf.ice,c3\bff79a6d06db1436e7f0edab4ad8fb,character/motion/lobby_action/pl_la_2012_parasolpose_f_base.ice,28\a4857b58257d78b54dcff26e7cb53d,character/motion/lobby_action/pl_la_2012_parasolpose_f_vfx.ice,23\14c21af02134474529bf571e0d6942,
パラソル,Parasol,,character/motion/lobby_action/pl_la_2012_parasolpose_f_hsi1_std.ice,cd\1e24f66952ccb2b263484076703598,character/motion/lobby_action/pl_la_2012_parasolpose_f_hsi1_cam.ice,ca\55d9772e2051b696cb4d75500709e4,character/motion/lobby_action/pl_la_2012_parasolpose_f_hsi1_caf.ice,59\92e352118b1d61436be319d47890bc,character/motion/lobby_action/pl_la_2012_parasolpose_f_hsi1_base.ice,92\c7007444bb8f3ffddb6cdb1b474d2b,character/motion/lobby_action/pl_la_2012_parasolpose_f_vfx.ice,23\14c21af02134474529bf571e0d6942,
エンジョイサマー,Summer Fun,summerpose,character/motion/lobby_action/pl_la_467_summeritempose_m_std.ice,cd\35dcd2df9512444c44488971aa7796,character/motion/lobby_action/pl_la_467_summeritempose_m_cam.ice,f3\a5ece2e467cc2e79c79743eb5f8cb7,character/motion/lobby_action/pl_la_467_summeritempose_m_caf.ice,10\5c37d72fd8b52f3474f3eab1da676d,character/motion/lobby_action/pl_la_467_summeritempose_m_base.ice,fb\b7d1f0d4af74550481524f69c5e774,character/motion/lobby_action/pl_la_467_summeritempose_m_vfx.ice,7f\ec65f2a77918cef329f10e987b78b0,
エンジョイサマー,Summer Fun,,character/motion/lobby_action/pl_la_467_summeritempose_f_std.ice,6d\6285cb54af674a91cd87a9f6e61b45,character/motion/lobby_action/pl_la_467_summeritempose_f_cam.ice,9a\6b6b39239b0819c5bf033ec74ff255,character/motion/lobby_action/pl_la_467_summeritempose_f_caf.ice,fe\f6c3f35a86121d0e06e0a518e084e8,character/motion/lobby_action/pl_la_467_summeritempose_f_base.ice,2e\9bbdc0daf3192c0924a8254f4b40d6,character/motion/lobby_action/pl_la_467_summeritempose_f_vfx.ice,8b\1e5f09b8d5a200771549a9b655d927,
マッスルポーズ,Bodybuilding Pose,musclepose,character/motion/lobby_action/pl_la_916_musclepose_m_std.ice,7d\94a76d7cc57f179ecbb4eaa3ba961a,character/motion/lobby_action/pl_la_916_musclepose_m_cam.ice,40\2bf771af1a0e3777e706a7c204c748,character/motion/lobby_action/pl_la_916_musclepose_m_caf.ice,d3\778c214b99a01c04d8a70ef6783dec,character/motion/lobby_action/pl_la_916_musclepose_m_base.ice,a8\c538aea38cb54c130b86dcfdec1048,character/motion/lobby_action/,,
マッスルポーズ,Bodybuilding Pose,,character/motion/lobby_action/pl_la_916_musclepose_m_hsi1_std.ice,77\44585d332886e941ac1582380ebb14,character/motion/lobby_action/pl_la_916_musclepose_m_hsi1_cam.ice,9d\b515df4b33b42cfef98337ab980ba7,character/motion/lobby_action/pl_la_916_musclepose_m_hsi1_caf.ice,9a\bd0f86e203ab5dbcadb2a99b861705,character/motion/lobby_action/pl_la_916_musclepose_m_hsi1_base.ice,b3\be953c5d7a8db612db584a3199d110,character/motion/lobby_action/,,
マッスルポーズ,Bodybuilding Pose,,character/motion/lobby_action/pl_la_916_musclepose_f_std.ice,50\1a92bd0e74ee0008e0afecabefb80e,character/motion/lobby_action/pl_la_916_musclepose_f_cam.ice,a4\375fc13ce8ce53e03ad2aefd01fe14,character/motion/lobby_action/pl_la_916_musclepose_f_caf.ice,a7\7cf6faac00bd77a8bcb34d53531dfb,character/motion/lobby_action/pl_la_916_musclepose_f_base.ice,43\e669e36b947f806b07c2d18667fb8b,character/motion/lobby_action/,,
マッスルポーズ,Bodybuilding Pose,,character/motion/lobby_action/pl_la_916_musclepose_f_hsi1_std.ice,fa\551606835975d1009d16a1f91301d6,character/motion/lobby_action/pl_la_916_musclepose_f_hsi1_cam.ice,08\d7dd1244ba287300506673334af2bc,character/motion/lobby_action/pl_la_916_musclepose_f_hsi1_caf.ice,4b\773ecb6181a4487a9b9bf9e673904c,character/motion/lobby_action/pl_la_916_musclepose_f_hsi1_base.ice,d2\c6f95710ecb0de3448ce79dfb1003a,character/motion/lobby_action/,,
キツネポーズ,Fox Pose,foxpose,character/motion/lobby_action/pl_la_913_913catpose_m_std.ice,84\2e9ac81312eb01436cd4cf349bfb43,character/motion/lobby_action/pl_la_913_913catpose_m_cam.ice,6b\ab0fda1830695bbc98b89116863181,character/motion/lobby_action/pl_la_913_913catpose_m_caf.ice,ac\00cd1557753d3657844b7e1feedb35,character/motion/lobby_action/pl_la_913_913catpose_m_base.ice,25\8fba9007f1bd1e234f584095fbe1eb,character/motion/lobby_action/,,
キツネポーズ,Fox Pose,,character/motion/lobby_action/pl_la_913_913catpose_m_hsi1_std.ice,01\fc96e306d50262e534044a630d503a,character/motion/lobby_action/pl_la_913_913catpose_m_hsi1_cam.ice,78\ae48e3dcd832f25108cf694d9470de,character/motion/lobby_action/pl_la_913_913catpose_m_hsi1_caf.ice,6a\58dafa44a52e5fec0683a49112886d,character/motion/lobby_action/pl_la_913_913catpose_m_hsi1_base.ice,90\ddd24d44c46aefd6d2aff1f9c10b7e,character/motion/lobby_action/,,
キツネポーズ,Fox Pose,,character/motion/lobby_action/pl_la_913_913catpose_f_std.ice,a6\8c0856062478abc6756dd6880bf749,character/motion/lobby_action/pl_la_913_913catpose_f_cam.ice,cd\098b4846acd109cfbcfac5e68c4b3e,character/motion/lobby_action/pl_la_913_913catpose_f_caf.ice,32\414865a9e062dfde3f12a33e2caaea,character/motion/lobby_action/pl_la_913_913catpose_f_base.ice,4f\628a87390f2ed8f3d989a6a28048dd,character/motion/lobby_action/,,
キツネポーズ,Fox Pose,,character/motion/lobby_action/pl_la_913_913catpose_f_hsi1_std.ice,a7\c7c254660e44ac857bb11dc31f0bae,character/motion/lobby_action/pl_la_913_913catpose_f_hsi1_cam.ice,3a\ec5ad8ca42b5a024ebec3269ae0292,character/motion/lobby_action/pl_la_913_913catpose_f_hsi1_caf.ice,57\336105e5a95d8bbd3da61bd4805056,character/motion/lobby_action/pl_la_913_913catpose_f_hsi1_base.ice,1d\0a8c826d3850a8ede55c85cfb0c21d,character/motion/lobby_action/,,
お月見,Moon-Gazing,moonviewing,character/motion/lobby_action/pl_la_551_otukimi_m_std.ice,29\3b1277a5a72e6cf3125c9086a6c814,character/motion/lobby_action/pl_la_551_otukimi_m_cam.ice,80\36206330d4aed82da408b3d37ca054,character/motion/lobby_action/pl_la_551_otukimi_m_caf.ice,cf\d9358f7091125859ea1f982d99d9e2,character/motion/lobby_action/pl_la_551_otukimi_m_base.ice,98\0d14d20b907a0226f10953aaf3cbc7,character/motion/lobby_action/pl_la_551_otukimi_f_vfx.ice,7b\25cee746109f3ae9fe3c6d2e9acc9d,
お月見,Moon-Gazing,,character/motion/lobby_action/pl_la_551_otukimi_f_std.ice,a9\cab53038292bdefbe58b621de57ec8,character/motion/lobby_action/pl_la_551_otukimi_f_cam.ice,5f\7f15102c385945a2b066fc4de1367a,character/motion/lobby_action/pl_la_551_otukimi_f_caf.ice,24\f4b87209bc1ec3dd44b48d8fca0e79,character/motion/lobby_action/pl_la_551_otukimi_f_base.ice,e5\baf64ea448fa7c0fd8d6e2bca41dd7,character/motion/lobby_action/pl_la_551_otukimi_f_vfx.ice,7b\25cee746109f3ae9fe3c6d2e9acc9d,
ダンス６２,Dance 62,dance62,character/motion/lobby_action/pl_la_2044_2044dance_m_std.ice,be\d64cec24c82deee216e0b1688b09dc,character/motion/lobby_action/pl_la_2044_2044dance_m_cam.ice,d6\06ee6464826d3865bd8d8f1422a907,character/motion/lobby_action/pl_la_2044_2044dance_m_caf.ice,eb\37517bb3b428f294152ff5f6ddb88c,character/motion/lobby_action/pl_la_2044_2044dance_m_base.ice,10\4b9160dd4fc611e0dfac0a893a04c8,character/motion/lobby_action/,,
ダンス６２,Dance 62,,character/motion/lobby_action/pl_la_2044_2044dance_f_std.ice,fb\52e8b9f64f91f5bcc4d8f7cd374eed,character/motion/lobby_action/pl_la_2044_2044dance_f_cam.ice,c0\12e9cb995b07c6e0edd33525a1acbe,character/motion/lobby_action/pl_la_2044_2044dance_f_caf.ice,a7\990e80d000a47de80489530adf7a76,character/motion/lobby_action/pl_la_2044_2044dance_f_base.ice,37\98f71f814d197d554389e99c8a09b9,character/motion/lobby_action/pl_la_2044_2044dance_f_vfx.ice,c4\1908f9151eec2f3bdb3639247c6aba,
構図決め,Finger Frame,fingerframe,character/motion/lobby_action/pl_la_912_912handcam_m_std.ice,4b\802ce70847d9e8123757ddc4ed2b17,character/motion/lobby_action/pl_la_912_912handcam_m_cam.ice,3d\d69eaaa42bad1dbbbf5ced2c641552,character/motion/lobby_action/pl_la_912_912handcam_m_caf.ice,3f\aac19e577a1f52e526b11e63ae3129,character/motion/lobby_action/pl_la_912_912handcam_m_base.ice,01\1cc4028d96cc931a90cc1905e8a99f,character/motion/lobby_action/,,
構図決め,Finger Frame,,character/motion/lobby_action/pl_la_912_912handcam_m_hsi1_std.ice,ef\d31a349cf2329926e4e2801ac2abd7,character/motion/lobby_action/pl_la_912_912handcam_m_hsi1_cam.ice,18\78b56f3bb21f32cb348394d2e99438,character/motion/lobby_action/pl_la_912_912handcam_m_hsi1_caf.ice,3b\a4bac998063a105e93f459293e4f18,character/motion/lobby_action/pl_la_912_912handcam_m_hsi1_base.ice,b5\9ad723f950cc8679ee4ce73dfd8f5b,character/motion/lobby_action/,,
構図決め,Finger Frame,,character/motion/lobby_action/pl_la_912_912handcam_f_std.ice,58\59c44af06a5884af7aeb159f700a74,character/motion/lobby_action/pl_la_912_912handcam_f_cam.ice,ba\2f2ae305ac3262ffd6d582d6f73aa9,character/motion/lobby_action/pl_la_912_912handcam_f_caf.ice,c2\91f8265ace82b4a83c5df49af9e573,character/motion/lobby_action/pl_la_912_912handcam_f_base.ice,52\638266b2c8ade5a56b389c2cc51693,character/motion/lobby_action/,,
構図決め,Finger Frame,,character/motion/lobby_action/pl_la_912_912handcam_f_hsi1_std.ice,0f\7510b2c413fe46eacccbf658c533e4,character/motion/lobby_action/pl_la_912_912handcam_f_hsi1_cam.ice,19\98412efbb084c5705e6c4b26291708,character/motion/lobby_action/pl_la_912_912handcam_f_hsi1_caf.ice,4f\d3dcd75b08a815bde1139ea53b68fc,character/motion/lobby_action/pl_la_912_912handcam_f_hsi1_base.ice,64\a4e4ef5440a33964ff351ca00a732f,character/motion/lobby_action/,,
ソニック／テイルス３,Sonic/Tails 3,sonictails3,character/motion/lobby_action/pl_la_967_967sonictails_m_std.ice,62\018d82012363bbf7725f8927e3c876,character/motion/lobby_action/pl_la_967_967sonictails_m_cam.ice,7a\4e6f33747ce3d447a9e7e1bc6329c3,character/motion/lobby_action/pl_la_967_967sonictails_m_caf.ice,05\9c17a5d5c326da2363a9e50552e81f,character/motion/lobby_action/pl_la_967_967sonictails_m_base.ice,ff\95903ed2137c141b9c7d0645b90c9d,character/motion/lobby_action/pl_la_967_967sonictails_m_vfx.ice,09\a579813df9d1860f3a36d20266e508,
ソニック／テイルス３,Sonic/Tails 3,,character/motion/lobby_action/pl_la_967_967sonictails_f_std.ice,fb\2f5cc7854601ade6c62076a05b359e,character/motion/lobby_action/pl_la_967_967sonictails_f_cam.ice,15\b2b8da01f6eb3e6abcc28df9523bed,character/motion/lobby_action/pl_la_967_967sonictails_f_caf.ice,e8\9a1d9bf47f24c33315202ef611aaf2,character/motion/lobby_action/pl_la_967_967sonictails_f_base.ice,3c\22c141cb40ef6c879f3b8eac71f238,character/motion/lobby_action/pl_la_967_967sonictails_f_vfx.ice,a8\e44b14dfcc4f4a3c03b34320018186,
ブレイバーポーズ,Braver Pose,braverpose,character/motion/lobby_action/pl_la_2087_braverpose_m_std.ice,4a\a241803dcb0e9ea2600e32d0081d17,character/motion/lobby_action/pl_la_2087_braverpose_m_cam.ice,c6\7947552679724ff5167eb524adca94,character/motion/lobby_action/pl_la_2087_braverpose_m_caf.ice,0c\5a54c6782ed8c181f4ac9afe127c9f,character/motion/lobby_action/pl_la_2087_braverpose_m_base.ice,4e\5baeb62d75cf342b9bd6781b5a1d7f,character/motion/lobby_action/,,
ブレイバーポーズ,Braver Pose,,character/motion/lobby_action/pl_la_2087_braverpose_f_std.ice,95\d32547bae0339925c216c844cf4979,character/motion/lobby_action/pl_la_2087_braverpose_f_cam.ice,28\d3c9b1e8748c6cb717ce579d8d2fe9,character/motion/lobby_action/pl_la_2087_braverpose_f_caf.ice,71\8b0eb9176bdd12d3539ffe7703929d,character/motion/lobby_action/pl_la_2087_braverpose_f_base.ice,65\5b225e2ab034335830d33fa16cb5c5,character/motion/lobby_action/,,
Ｌの字,Letter L,lsign_l,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_m_std.ice,f7\faaac2767cb8c9c5b8bbb11ff78b06,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_m_cam.ice,ea\d75f223eec4fb6066b8071da01a1f9,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_m_caf.ice,a2\fea7444db67f5277e3f4352510408e,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_m_base.ice,83\c51792c16764583728c5aee1e0af77,character/motion/lobby_action/,,Male
Ｌの字,Letter L,,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_f_std.ice,dc\f0956cc419f5a126d123da8c912e3a,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_f_cam.ice,f4\519b263d90a597bb885a42e4740f14,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_f_caf.ice,29\2e7f7826575005661ea82612481134,character/motion/lobby_action/pl_la_2035_fhitooyastand_l_f_base.ice,62\15ecef5afe62e8872acf97d921c5a6,character/motion/lobby_action/,,Female
Ｌの字,Letter L,lsign_r,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_m_std.ice,f1\a0fd4cddff1a86d8a4f3ef3194635b,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_m_cam.ice,d9\1eee9e431b2477a0dca512bcf770ab,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_m_caf.ice,fe\0f4879bac1384c9f1ddd641072f59b,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_m_base.ice,fe\536ae6b67c941c847819b6585fe7b6,character/motion/lobby_action/,,Male
Ｌの字,Letter L,,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_f_std.ice,d2\9c2c27018dded95d7fe3febe02307f,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_f_cam.ice,d6\f8f9687066f71a8a5b3e8307ec8df7,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_f_caf.ice,cb\cac06b03d26a44eb14831c3debf0a0,character/motion/lobby_action/pl_la_2035_fhitooyastand_r_f_base.ice,06\23ee4362f93e1813244f58af05adf9,character/motion/lobby_action/,,Female
かぎ爪,Finger Claws,claw_l,character/motion/lobby_action/pl_la_2036_fhitonakakagi_l_m_std.ice,94\8e7a910d2f6735419ad3becbb0eb2d,character/motion/lobby_action/pl_la_2036_fhitonakakagi_l_m_cam.ice,e5\b35743e2debc72190f91a7c3447629,character/motion/lobby_action/pl_la_2036_fhitonakakagi_l_m_caf.ice,4a\0dc77ae14c3f160f04a54d39e893a7,character/motion/lobby_action/pl_la_2036_fhitonakakagi_l_m_base.ice,ca\6dcdaacc8497e588052da2655a5d4f,character/motion/lobby_action/,,Male
